pin,slack
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_DQ_7_PAD/U_IOINFF:A,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_DQ_7_PAD/U_IOINFF:Y,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/mss_ready_select:ALn,18535
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/mss_ready_select:CLK,17667
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/mss_ready_select:EN,17472
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/mss_ready_select:Q,17667
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_mtx_bitsel_1_sqmuxa_1_0_0:A,14070
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_mtx_bitsel_1_sqmuxa_1_0_0:B,14102
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_mtx_bitsel_1_sqmuxa_1_0_0:C,17417
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_mtx_bitsel_1_sqmuxa_1_0_0:D,17296
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/un1_mtx_bitsel_1_sqmuxa_1_0_0:Y,14070
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/rd_pointer_q_3[4]:A,10144
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/rd_pointer_q_3[4]:B,10279
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/rd_pointer_q_3[4]:C,17445
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/rd_pointer_q_3[4]:D,17328
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/rd_pointer_q_3[4]:Y,10144
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/cfg_ssel[5]:ALn,16528
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/cfg_ssel[5]:CLK,12284
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/cfg_ssel[5]:D,17837
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/cfg_ssel[5]:EN,13369
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/cfg_ssel[5]:Q,12284
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA[18]:ALn,16528
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA[18]:CLK,16751
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA[18]:D,12006
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA[18]:Q,16751
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_lastframe_1_sqmuxa_0_a3_0_a2_0:A,15296
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_lastframe_1_sqmuxa_0_a3_0_a2_0:B,15260
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_lastframe_1_sqmuxa_0_a3_0_a2_0:C,12849
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_lastframe_1_sqmuxa_0_a3_0_a2_0:D,13940
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_lastframe_1_sqmuxa_0_a3_0_a2_0:Y,12849
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_16:C,18144
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_16:IPB,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_16:IPC,18144
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/counter_q_RNIRT244[1]:A,12846
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/counter_q_RNIRT244[1]:B,8677
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/counter_q_RNIRT244[1]:C,13829
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/counter_q_RNIRT244[1]:D,11921
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/counter_q_RNIRT244[1]:FCI,8658
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/counter_q_RNIRT244[1]:FCO,8658
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/counter_q_RNIRT244[1]:S,8804
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/clock_rx_q2:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/clock_rx_q2:CLK,12761
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/clock_rx_q2:D,18668
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/clock_rx_q2:Q,12761
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/control1[6]:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/control1[6]:CLK,12106
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/control1[6]:D,17759
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/control1[6]:EN,13361
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/control1[6]:Q,12106
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count[6]:ALn,16528
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count[6]:CLK,13552
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count[6]:D,13590
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count[6]:Q,13552
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/NextCountPulse_iv_4:A,14292
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/NextCountPulse_iv_4:B,14369
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/NextCountPulse_iv_4:C,14087
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/NextCountPulse_iv_4:D,14007
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/NextCountPulse_iv_4:Y,14007
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/CUARTO1[1]:ALn,16528
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/CUARTO1[1]:CLK,17494
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/CUARTO1[1]:D,16374
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/CUARTO1[1]:Q,17494
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIlIl[3]:ALn,16528
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIlIl[3]:CLK,14071
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIlIl[3]:D,14907
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIlIl[3]:EN,18370
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIlIl[3]:Q,14071
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/rdata_4[7]:A,10279
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/rdata_4[7]:B,12566
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/rdata_4[7]:C,11433
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/rdata_4[7]:Y,10279
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_200:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_200:IPB,
SD_SS_obuf/U0/U_IOOUTFF:A,
SD_SS_obuf/U0/U_IOOUTFF:Y,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_11:B,11354
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_11:IPB,11354
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_33:IPB,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_33:IPC,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/genblk1.RXRDY5:A,17548
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/genblk1.RXRDY5:B,17472
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/genblk1.RXRDY5:Y,17472
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load[0]:ALn,16528
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load[0]:CLK,16494
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load[0]:D,17936
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load[0]:EN,13140
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load[0]:Q,16494
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[0]:ALn,16528
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[0]:CLK,11553
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[0]:D,17936
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[0]:EN,13369
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URF/control1[0]:Q,11553
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[0]:ALn,16528
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[0]:CLK,14655
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[0]:D,14478
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[0]:Q,14655
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA[16]:ALn,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA[16]:CLK,75789
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA[16]:D,35323
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA[16]:EN,78386
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/FIC_2_APB_M_PRDATA[16]:Q,75789
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CoreAPB3_C0_0_APBmslave6_PRDATA_m_cZ[6]:A,12529
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CoreAPB3_C0_0_APBmslave6_PRDATA_m_cZ[6]:B,12290
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CoreAPB3_C0_0_APBmslave6_PRDATA_m_cZ[6]:C,9908
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CoreAPB3_C0_0_APBmslave6_PRDATA_m_cZ[6]:D,10312
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/CoreAPB3_C0_0_APBmslave6_PRDATA_m_cZ[6]:Y,9908
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_1:IPC,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTl10.CUARTO1I4:A,15393
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTl10.CUARTO1I4:B,15611
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTl10.CUARTO1I4:C,13424
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTl10.CUARTO1I4:D,14000
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTl10.CUARTO1I4:Y,13424
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_19:A,11441
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_19:B,11323
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_19:IPA,11441
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_19:IPB,11323
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load_RNIOI7NS[21]:B,12185
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load_RNIOI7NS[21]:C,17193
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load_RNIOI7NS[21]:D,16893
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load_RNIOI7NS[21]:FCI,11786
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load_RNIOI7NS[21]:FCO,11786
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Load_RNIOI7NS[21]:S,11976
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[2]:ALn,16528
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[2]:CLK,12237
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[2]:D,12337
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[2]:EN,11858
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[2]:Q,12237
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg[3]:ALn,15351
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg[3]:CLK,16262
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg[3]:D,13069
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg[3]:EN,14827
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_datareg[3]:Q,16262
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_bitsel_6_0_0[0]:A,17497
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_bitsel_6_0_0[0]:B,17533
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_bitsel_6_0_0[0]:C,12724
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_bitsel_6_0_0[0]:D,16106
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_bitsel_6_0_0[0]:Y,12724
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_9:B,9699
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_9:C,9956
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_9:IPB,9699
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/CFG_9:IPC,9956
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTIOI.CUARTO07_1:A,14909
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTIOI.CUARTO07_1:B,14853
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTIOI.CUARTO07_1:C,14765
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTIOI.CUARTO07_1:D,14655
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTIOI.CUARTO07_1:Y,14655
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/control113:A,13053
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/control113:B,11152
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/control113:C,13218
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/control113:Y,11152
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_29:C,18708
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/CFG_29:IPC,18708
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5[7]:A,16517
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5[7]:B,15197
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5[7]:C,17510
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5[7]:D,16302
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1OI_5[7]:Y,15197
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_DQ_4_PAD/U_IOINFF:A,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MDDR_DQ_4_PAD/U_IOINFF:Y,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/UCLKMUX1/clkout:A,17551
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/UCLKMUX1/clkout:B,17561
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/UCLKMUX1/clkout:Y,17551
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv[6]:A,17651
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv[6]:B,17561
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv[6]:C,12060
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv[6]:D,12006
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/PrdataNext_1_0_iv[6]:Y,12006
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[5]:ALn,16561
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[5]:CLK,16264
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[5]:D,17338
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[5]:EN,18478
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/count_ddr[5]:Q,16264
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/control_reg_15_2:A,76143
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/control_reg_15_2:B,75897
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/control_reg_15_2:Y,75897
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/paddr[10]:ALn,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/paddr[10]:CLK,78431
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/paddr[10]:D,80634
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/paddr[10]:EN,77165
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/paddr[10]:Q,78431
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_datareg_1_sqmuxa_1:A,13069
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_datareg_1_sqmuxa_1:B,15245
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_datareg_1_sqmuxa_1:C,13968
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/stxs_datareg_1_sqmuxa_1:Y,13069
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_bitcnt[4]:ALn,15351
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_bitcnt[4]:CLK,15253
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_bitcnt[4]:D,15267
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_bitcnt[4]:EN,17325
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxs_bitcnt[4]:Q,15253
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/txfifo_datadelay[2]:ALn,16528
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/txfifo_datadelay[2]:CLK,16368
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/txfifo_datadelay[2]:D,15266
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/txfifo_datadelay[2]:Q,16368
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:CAN_RXBUS_F2H_SCP,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:CAN_TXBUS_F2H_SCP,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:CAN_TX_EBL_F2H_SCP,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:CLK_BASE,7516
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:CLK_CONFIG_APB,-2426
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:CLK_MDDR_APB,73275
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:COLF,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:CONFIG_PRESET_N,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:CRSF,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:DM_IN[0],
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:DM_IN[1],
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:DM_OE[0],
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:DM_OE[1],
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:DRAM_ADDR[0],
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:DRAM_ADDR[10],
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:DRAM_ADDR[11],
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:DRAM_ADDR[12],
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:DRAM_ADDR[13],
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:DRAM_ADDR[14],
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/INST_MSS_025_IP:DRAM_ADDR[15],
