pin,slack
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UTXF/wr_pointer_q[0]:SLn,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_4_bm[4]:A,10099
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_4_bm[4]:B,8736
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_4_bm[4]:C,9955
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_4_bm[4]:Y,8736
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_areset_n_clk_base:ADn,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_areset_n_clk_base:ALn,17511
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_areset_n_clk_base:CLK,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_areset_n_clk_base:D,18668
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_areset_n_clk_base:EN,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_areset_n_clk_base:LAT,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_areset_n_clk_base:Q,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_areset_n_clk_base:SD,
m2s_creative_demo_0/ddr_mss_sb_0/CORERESETP_0/sm0_areset_n_clk_base:SLn,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_211:A,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_211:B,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_211:C,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_211:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_211:IPB,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_0_APB_32_un43_fixed_config:A,16325
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_0_APB_32_un43_fixed_config:B,16262
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/GEN_BITS_0_APB_32_un43_fixed_config:Y,16262
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[6]:ADn,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[6]:ALn,16179
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[6]:CLK,12390
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[6]:D,12313
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[6]:EN,10769
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[6]:LAT,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[6]:Q,12390
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[6]:SD,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/Count[6]:SLn,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTO0OL/CUARTol_RNI1SEND[11]:A,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTO0OL/CUARTol_RNI1SEND[11]:B,14567
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTO0OL/CUARTol_RNI1SEND[11]:C,17314
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTO0OL/CUARTol_RNI1SEND[11]:D,17052
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTO0OL/CUARTol_RNI1SEND[11]:FCI,14376
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTO0OL/CUARTol_RNI1SEND[11]:FCO,14376
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTO0OL/CUARTol_RNI1SEND[11]:S,14395
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/CONFIG_reg_6[3]:ADn,
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/CONFIG_reg_6[3]:ALn,16179
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/CONFIG_reg_6[3]:CLK,16535
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/CONFIG_reg_6[3]:D,17855
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/CONFIG_reg_6[3]:EN,12033
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/CONFIG_reg_6[3]:LAT,
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/CONFIG_reg_6[3]:Q,16535
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/CONFIG_reg_6[3]:SD,
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/CONFIG_reg_6[3]:SLn,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTO10I_RNO:A,17363
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTO10I_RNO:B,15124
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTO10I_RNO:C,13679
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTO10I_RNO:D,13120
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTO10I_RNO:Y,13120
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTolo0_un30_cuarto_0_a4:A,16378
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTolo0_un30_cuarto_0_a4:B,16058
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTolo0_un30_cuarto_0_a4:C,17347
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTolo0_un30_cuarto_0_a4:D,17229
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTolo0_un30_cuarto_0_a4:Y,16058
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/prdata[7]:A,8928
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/prdata[7]:B,8616
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/prdata[7]:C,8256
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/prdata[7]:D,7453
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/prdata[7]:Y,7453
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/rx_cmdsize_0_sqmuxa_0_x2:A,15229
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/rx_cmdsize_0_sqmuxa_0_x2:B,15138
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/rx_cmdsize_0_sqmuxa_0_x2:Y,15138
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_21:A,11465
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_21:B,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_21:C,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_21:IPA,11465
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_21:IPB,
User_Interfaces_0/CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA_0_iv_1[1]:A,9335
User_Interfaces_0/CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA_0_iv_1[1]:B,7719
User_Interfaces_0/CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA_0_iv_1[1]:C,9188
User_Interfaces_0/CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA_0_iv_1[1]:D,7687
User_Interfaces_0/CoreAPB3_C0_0/CoreAPB3_C0_0/u_mux_p_to_b3/PRDATA_0_iv_1[1]:Y,7687
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_7[6]:ADn,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_7[6]:ALn,16179
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_7[6]:CLK,16370
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_7[6]:D,17585
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_7[6]:EN,12033
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_7[6]:LAT,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_7[6]:Q,16370
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_7[6]:SD,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/CONFIG_reg_7[6]:SLn,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTO0OL/CUARTol[8]:ADn,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTO0OL/CUARTol[8]:ALn,16179
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTO0OL/CUARTol[8]:CLK,14591
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTO0OL/CUARTol[8]:D,14452
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTO0OL/CUARTol[8]:EN,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTO0OL/CUARTol[8]:LAT,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTO0OL/CUARTol[8]:Q,14591
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTO0OL/CUARTol[8]:SD,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTO0OL/CUARTol[8]:SLn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/counter_q_RNIH3MDG[5]:A,13268
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/counter_q_RNIH3MDG[5]:B,13787
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/counter_q_RNIH3MDG[5]:C,14866
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/counter_q_RNIH3MDG[5]:D,10016
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/counter_q_RNIH3MDG[5]:FCI,10373
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/counter_q_RNIH3MDG[5]:S,10016
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count_cry[2]:A,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count_cry[2]:B,13593
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count_cry[2]:C,17296
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count_cry[2]:D,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count_cry[2]:FCI,13555
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count_cry[2]:FCO,13555
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/spi_clk_count_cry[2]:S,13650
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOL1I:ADn,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOL1I:ALn,16179
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOL1I:CLK,16260
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOL1I:D,14534
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOL1I:EN,13388
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOL1I:LAT,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOL1I:Q,16260
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOL1I:SD,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTOL1I:SLn,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCON/rx_fifo_read_1_0:A,6505
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCON/rx_fifo_read_1_0:B,6533
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCON/rx_fifo_read_1_0:Y,6505
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/INTR_reg[6]:ADn,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/INTR_reg[6]:ALn,16179
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/INTR_reg[6]:CLK,14619
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/INTR_reg[6]:D,11838
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/INTR_reg[6]:EN,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/INTR_reg[6]:LAT,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/INTR_reg[6]:Q,14619
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/INTR_reg[6]:SD,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/INTR_reg[6]:SLn,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_firstrx:ADn,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_firstrx:ALn,16179
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_firstrx:CLK,17518
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_firstrx:D,18668
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_firstrx:EN,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_firstrx:LAT,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_firstrx:Q,17518
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_firstrx:SD,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/mtx_firstrx:SLn,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTo01_ns_1_0__m18_1_1:A,15472
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTo01_ns_1_0__m18_1_1:B,15395
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTo01_ns_1_0__m18_1_1:C,15307
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTo01_ns_1_0__m18_1_1:D,15197
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTo01_ns_1_0__m18_1_1:Y,15197
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxp_lastframe_2_sqmuxa_i:A,17547
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxp_lastframe_2_sqmuxa_i:B,17363
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxp_lastframe_2_sqmuxa_i:C,17417
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UCC/stxp_lastframe_2_sqmuxa_i:Y,17363
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA[15]:ADn,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA[15]:ALn,16179
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA[15]:CLK,16872
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA[15]:D,12165
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA[15]:EN,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA[15]:LAT,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA[15]:Q,16872
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA[15]:SD,
User_Interfaces_0/CoreTimer_C0_0/CoreTimer_C0_0/iPRDATA[15]:SLn,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/UTXF/fifo_mem_q_fifo_mem_q_0_0/FF_16:EN,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_29:A,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_29:B,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_29:C,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_29:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_29:IPB,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTlll0[2]:ADn,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTlll0[2]:ALn,16179
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTlll0[2]:CLK,14053
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTlll0[2]:D,16368
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTlll0[2]:EN,17270
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTlll0[2]:LAT,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTlll0[2]:Q,14053
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTlll0[2]:SD,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTlll0[2]:SLn,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_184:A,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_184:B,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_184:C,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_184:IPA,
m2s_creative_demo_0/ddr_mss_sb_0/ddr_mss_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_184:IPB,
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTI00I_1_sqmuxa_0_a4:A,13980
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTI00I_1_sqmuxa_0_a4:B,15033
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTI0OL/CUARTI00I_1_sqmuxa_0_a4:Y,13980
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/un3_counter_d_0_a3:A,11805
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/un3_counter_d_0_a3:B,11749
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/un3_counter_d_0_a3:C,10494
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/un3_counter_d_0_a3:D,10270
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/un3_counter_d_0_a3:Y,10270
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/URXF/fifo_mem_q_fifo_mem_q_0_0/FF_15:EN,
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/un18_paddr_intlto5:A,10123
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/un18_paddr_intlto5:B,10313
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/un18_paddr_intlto5:C,10130
User_Interfaces_0/CoreGPIO_C0_0/CoreGPIO_C0_0/un18_paddr_intlto5:Y,10123
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[9]:ADn,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[9]:ALn,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[9]:CLK,77519
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[9]:D,80844
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[9]:EN,36234
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[9]:LAT,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[9]:Q,77519
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[9]:SD,
m2s_creative_demo_0/ddr_mss_sb_0/CORECONFIGP_0/soft_reset_reg[9]:SLn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/clock_rx_re_slave:A,15105
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/clock_rx_re_slave:B,15072
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/clock_rx_re_slave:Y,15072
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTlll0_RNO[1]:A,17612
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTlll0_RNO[1]:B,17502
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTlll0_RNO[1]:C,17438
User_Interfaces_0/CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTl1il/CUARTl0ol/CUARTlll0_RNO[1]:Y,17438
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/GEN_BITS_0_REG_GEN_CONFIG_reg_GEN_BITS_0_REG_GEN_CONFIG_reg_0_0/FF_34:EN,
User_Interfaces_0/COREGPIO_C1_0/COREGPIO_C1_0/GEN_BITS_0_REG_GEN_CONFIG_reg_GEN_BITS_0_REG_GEN_CONFIG_reg_0_0/FF_34:IPENn,
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_5[1]:A,8595
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_5[1]:B,7719
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_5[1]:C,11029
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_5[1]:D,8663
User_Interfaces_0/SD_IF_0/CORESPI_C1_0/CORESPI_C1_0/USPI/URF/rdata_5[1]:Y,7719
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxp_frames[2]:ADn,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxp_frames[2]:ALn,16179
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxp_frames[2]:CLK,15229
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxp_frames[2]:D,17352
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxp_frames[2]:EN,17394
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxp_frames[2]:LAT,
User_Interfaces_0/spi_flash_0/CORESPI_C0_0/CORESPI_C0_0/USPI/UCC/msrxp_frames[2]:Q,15229
